"longitude","latitude","reconstruction_log_probability","percentile"
11.47765369,57.44932413,-6.16453123092651,"0-25"
12.17765369,56.34932413,-3.3571834564209,"75-100"
15.67765369,55.44932413,-7.87037992477417,"0-25"
12.07765369,56.44932413,-4.23207759857178,"50-75"
13.57765369,55.04932413,-4.96376323699951,"25-50"
13.27765369,55.04932413,-4.94575023651123,"25-50"
15.27765369,55.04932413,-7.44230651855469,"0-25"
12.47765369,56.64932413,-3.59875202178955,"50-75"
14.97765369,55.54932413,-7.52988147735596,"0-25"
11.97765369,56.84932413,-7.0564136505127,"0-25"
15.57765369,54.94932413,-6.58710718154907,"0-25"
19.07765369,54.94932413,-4.444411277771,"25-50"
11.87765369,54.34932413,-3.47347927093506,"50-75"
16.27765369,55.64932413,-6.15960502624512,"0-25"
13.67765369,55.04932413,-5.05354881286621,"25-50"
12.27765369,56.34932413,-3.9010169506073,"50-75"
10.67765369,54.54932413,-6.32645511627197,"0-25"
13.97765369,55.04932413,-5.10127258300781,"25-50"
14.77765369,55.54932413,-4.03906488418579,"50-75"
11.47765369,57.34932413,-6.11897277832031,"0-25"
12.27765369,56.24932413,-3.65612578392029,"50-75"
10.77765369,54.64932413,-4.21711111068726,"50-75"
12.27765369,56.54932413,-3.80913686752319,"50-75"
15.87765369,55.34932413,-8.12660026550293,"0-25"
10.77765369,57.34932413,-3.27294301986694,"75-100"
13.77765369,54.74932413,-3.6253457069397,"50-75"
11.27765369,57.54932413,-4.52705383300781,"25-50"
11.37765369,54.34932413,-5.13265705108643,"25-50"
11.27765369,54.34932413,-5.09894180297852,"25-50"
10.67765369,54.64932413,-3.53445029258728,"50-75"
15.27765369,55.44932413,-7.65681552886963,"0-25"
18.27765369,55.24932413,-3.62789750099182,"50-75"
19.37765369,55.04932413,-4.52376127243042,"25-50"
15.37765369,55.04932413,-7.55129241943359,"0-25"
13.57765369,55.14932413,-6.08975791931152,"0-25"
10.57765369,55.54932413,-3.44820690155029,"50-75"
15.67765369,55.14932413,-8.45931434631348,"0-25"
11.07765369,56.24932413,-3.61777901649475,"50-75"
15.67765369,54.94932413,-7.0181360244751,"0-25"
20.07765369,55.04932413,-3.37256050109863,"50-75"
11.17765369,57.44932413,-3.06978893280029,"75-100"
10.37765369,54.64932413,-4.9162130355835,"25-50"
12.37765369,56.34932413,-3.46216464042664,"50-75"
19.87765369,55.44932413,-4.16085958480835,"50-75"
19.77765369,55.64932413,-4.24105834960938,"50-75"
13.67765369,55.14932413,-6.1221227645874,"0-25"
15.47765369,55.04932413,-8.57573699951172,"0-25"
19.17765369,54.94932413,-4.36662244796753,"25-50"
16.07765369,55.34932413,-8.29275989532471,"0-25"
15.47765369,54.84932413,-6.7784366607666,"0-25"
10.77765369,57.54932413,-3.93246579170227,"50-75"
10.77765369,57.64932413,-4.58837461471558,"25-50"
19.37765369,55.14932413,-4.31787395477295,"25-50"
15.77765369,55.34932413,-8.45864486694336,"0-25"
11.87765369,54.24932413,-3.67326235771179,"50-75"
15.37765369,55.44932413,-7.57576894760132,"0-25"
16.37765369,55.44932413,-10.0252723693848,"0-25"
16.37765369,55.54932413,-6.12632608413696,"0-25"
10.77765369,55.54932413,-3.27464294433594,"75-100"
19.97765369,55.14932413,-4.10631656646729,"50-75"
14.67765369,55.54932413,-4.15138959884644,"50-75"
10.87765369,55.64932413,-3.23384070396423,"75-100"
11.17765369,57.34932413,-3.01319861412048,"75-100"
14.77765369,55.44932413,-6.61593770980835,"0-25"
15.87765369,54.64932413,-3.7244884967804,"50-75"
15.37765369,55.54932413,-6.63682222366333,"0-25"
15.67765369,55.34932413,-8.12131118774414,"0-25"
19.87765369,55.34932413,-3.89818930625916,"50-75"
15.47765369,55.44932413,-7.75890302658081,"0-25"
15.57765369,55.34932413,-8.3571310043335,"0-25"
14.87765369,55.44932413,-6.58793640136719,"0-25"
18.37765369,55.24932413,-3.79738855361938,"50-75"
19.97765369,55.04932413,-3.37251901626587,"50-75"
19.37765369,55.24932413,-4.36062145233154,"25-50"
11.07765369,55.54932413,-3.17428660392761,"75-100"
16.47765369,55.44932413,-7.33321762084961,"0-25"
19.47765369,55.04932413,-4.53768253326416,"25-50"
16.47765369,55.54932413,-6.08874797821045,"0-25"
16.37765369,55.64932413,-6.23031091690063,"0-25"
16.97765369,56.44932413,-5.87407493591309,"0-25"
16.27765369,55.74932413,-4.13039207458496,"50-75"
19.77765369,55.54932413,-4.26718950271606,"50-75"
14.67765369,55.44932413,-5.42262840270996,"0-25"
14.77765369,55.34932413,-4.02024412155151,"50-75"
19.77765369,55.84932413,-3.5224232673645,"50-75"
18.87765369,54.64932413,-5.74740934371948,"0-25"
19.87765369,55.24932413,-3.59451222419739,"50-75"
19.37765369,54.44932413,-4.08408737182617,"50-75"
10.77765369,55.64932413,-5.64556407928467,"0-25"
18.77765369,54.54932413,-4.09573745727539,"50-75"
19.27765369,54.94932413,-4.45719146728516,"25-50"
15.47765369,55.34932413,-7.81768703460693,"0-25"
19.87765369,55.14932413,-4.03931522369385,"50-75"
19.37765369,56.14932413,-6.14831924438477,"0-25"
19.77765369,56.24932413,-3.38656949996948,"50-75"
16.17765369,55.14932413,-8.08930206298828,"0-25"
16.47765369,55.64932413,-5.94185209274292,"0-25"
19.87765369,55.04932413,-3.36498761177063,"50-75"
15.47765369,55.64932413,-6.11113262176514,"0-25"
18.47765369,55.64932413,-3.92307829856873,"50-75"
19.47765369,55.14932413,-4.26808261871338,"50-75"
18.97765369,54.84932413,-4.82859134674072,"25-50"
18.07765369,55.34932413,-3.99558115005493,"50-75"
18.47765369,55.24932413,-3.92288875579834,"50-75"
18.97765369,54.74932413,-5.55486822128296,"0-25"
19.77765369,55.44932413,-4.4096040725708,"25-50"
19.57765369,55.04932413,-4.64045572280884,"25-50"
19.37765369,55.34932413,-4.40123319625854,"25-50"
15.47765369,54.74932413,-6.54690980911255,"0-25"
17.07765369,56.44932413,-5.57521915435791,"0-25"
15.67765369,55.24932413,-8.59382247924805,"0-25"
15.67765369,54.84932413,-6.54250049591064,"0-25"
19.57765369,54.94932413,-4.98998355865479,"25-50"
18.97765369,54.54932413,-5.28283929824829,"25-50"
19.67765369,54.94932413,-4.77320241928101,"25-50"
19.77765369,55.04932413,-3.62287378311157,"50-75"
19.37765369,54.94932413,-4.56429719924927,"25-50"
19.77765369,55.34932413,-4.24658250808716,"50-75"
19.67765369,55.04932413,-4.58144426345825,"25-50"
19.77765369,55.14932413,-4.33700466156006,"25-50"
19.77765369,55.24932413,-3.99333834648132,"50-75"
15.47765369,54.64932413,-4.38866186141968,"25-50"
19.47765369,55.24932413,-4.30643129348755,"25-50"
19.57765369,55.14932413,-4.40911912918091,"25-50"
19.47765369,54.94932413,-4.73124122619629,"25-50"
15.37765369,55.34932413,-7.74718856811523,"0-25"
15.47765369,55.24932413,-8.39826774597168,"0-25"
15.37765369,54.74932413,-6.41294622421265,"0-25"
19.67765369,55.64932413,-4.01590442657471,"50-75"
19.67765369,55.14932413,-4.43611621856689,"25-50"
15.17765369,55.44932413,-6.32048177719116,"0-25"
19.67765369,54.84932413,-4.54606437683105,"25-50"
19.67765369,55.24932413,-4.36746549606323,"25-50"
10.67765369,57.24932413,-3.23492956161499,"75-100"
19.57765369,55.24932413,-4.26768255233765,"50-75"
11.77765369,54.24932413,-5.64372634887695,"0-25"
15.37765369,55.64932413,-6.36825704574585,"0-25"
18.37765369,55.74932413,-4.46182298660278,"25-50"
19.67765369,55.54932413,-4.0675196647644,"50-75"
19.67765369,55.34932413,-4.2702841758728,"50-75"
19.47765369,55.34932413,-4.25636863708496,"50-75"
18.67765369,55.14932413,-4.39461612701416,"25-50"
19.67765369,55.44932413,-4.23400783538818,"50-75"
18.37765369,55.14932413,-3.83562088012695,"50-75"
18.87765369,54.94932413,-4.61945915222168,"25-50"
16.17765369,55.04932413,-8.08195495605469,"0-25"
18.37765369,55.84932413,-4.41968679428101,"25-50"
19.37765369,55.44932413,-4.21127891540527,"50-75"
15.77765369,55.44932413,-8.22104549407959,"0-25"
15.67765369,55.54932413,-6.03314781188965,"0-25"
18.77765369,55.04932413,-4.4816107749939,"25-50"
16.87765369,56.44932413,-5.65989398956299,"0-25"
19.27765369,56.24932413,-8.08444023132324,"0-25"
19.57765369,55.34932413,-4.28621673583984,"50-75"
19.27765369,55.54932413,-3.99293637275696,"50-75"
11.57765369,54.34932413,-4.96504974365234,"25-50"
20.17765369,56.34932413,-3.44981527328491,"50-75"
20.07765369,56.44932413,-3.99882173538208,"50-75"
15.37765369,54.64932413,-4.5542254447937,"25-50"
19.57765369,54.84932413,-5.52664804458618,"0-25"
11.47765369,54.34932413,-5.30574750900269,"25-50"
15.57765369,54.74932413,-4.36739730834961,"25-50"
18.67765369,55.64932413,-3.73976397514343,"50-75"
16.27765369,55.04932413,-4.42468214035034,"25-50"
18.77765369,55.64932413,-3.71720552444458,"50-75"
15.77765369,55.54932413,-6.4008207321167,"0-25"
19.17765369,55.64932413,-3.82552480697632,"50-75"
16.27765369,54.94932413,-6.01904916763306,"0-25"
19.57765369,55.44932413,-4.21482610702515,"50-75"
19.37765369,56.04932413,-5.63614940643311,"0-25"
19.87765369,56.24932413,-3.37522029876709,"50-75"
16.57765369,55.64932413,-6.01499128341675,"0-25"
19.97765369,56.44932413,-4.01226997375488,"50-75"
19.47765369,55.44932413,-4.25493860244751,"50-75"
18.47765369,55.74932413,-4.20698261260986,"50-75"
19.57765369,55.64932413,-3.97733116149902,"50-75"
10.77765369,57.44932413,-3.67229104042053,"50-75"
19.67765369,54.74932413,-4.41199731826782,"25-50"
19.57765369,55.54932413,-4.03745031356812,"50-75"
15.87765369,55.04932413,-8.09872150421143,"0-25"
11.37765369,54.24932413,-4.99674558639526,"25-50"
17.67765369,55.84932413,-3.58810448646545,"50-75"
13.27765369,54.94932413,-3.37747001647949,"50-75"
17.87765369,55.64932413,-3.97455596923828,"50-75"
15.77765369,54.64932413,-3.73364686965942,"50-75"
15.67765369,55.64932413,-6.01356744766235,"0-25"
15.57765369,54.64932413,-4.12911891937256,"50-75"
10.67765369,57.34932413,-3.49568915367126,"50-75"
15.67765369,54.64932413,-4.08887386322021,"50-75"
19.37765369,54.54932413,-5.90719223022461,"0-25"
19.57765369,54.54932413,-4.69222354888916,"25-50"
19.47765369,54.64932413,-5.08447265625,"25-50"
19.37765369,54.74932413,-5.12482690811157,"25-50"
15.37765369,55.24932413,-7.43306684494019,"0-25"
19.47765369,55.54932413,-4.04085159301758,"50-75"
10.67765369,57.64932413,-4.39184045791626,"25-50"
17.97765369,55.34932413,-4.48238945007324,"25-50"
15.17765369,55.34932413,-5.90569257736206,"0-25"
18.87765369,54.84932413,-5.4860897064209,"0-25"
18.77765369,54.74932413,-8.59422588348389,"0-25"
16.17765369,54.94932413,-6.03873586654663,"0-25"
19.47765369,54.84932413,-4.89302158355713,"25-50"
19.77765369,56.44932413,-4.38374042510986,"25-50"
15.57765369,55.64932413,-7.37506198883057,"0-25"
19.57765369,54.74932413,-6.42502117156982,"0-25"
15.27765369,54.74932413,-4.38282489776611,"25-50"
15.77765369,54.94932413,-6.70688104629517,"0-25"
19.27765369,56.14932413,-6.24919748306274,"0-25"
10.67765369,57.54932413,-3.44976568222046,"50-75"
17.87765369,55.74932413,-3.96521973609924,"50-75"
19.97765369,56.14932413,-5.56158018112183,"0-25"
19.97765369,56.04932413,-3.14932703971863,"75-100"
19.87765369,55.94932413,-3.35859084129333,"75-100"
19.37765369,54.84932413,-4.81036043167114,"25-50"
18.57765369,55.74932413,-4.0062894821167,"50-75"
18.47765369,55.04932413,-4.73813724517822,"25-50"
19.27765369,54.84932413,-4.57344961166382,"25-50"
15.67765369,54.74932413,-4.46916055679321,"25-50"
19.67765369,54.54932413,-3.59607362747192,"50-75"
19.97765369,56.24932413,-3.20950651168823,"75-100"
19.87765369,56.34932413,-3.71108460426331,"50-75"
19.87765369,56.44932413,-4.15915870666504,"50-75"
18.87765369,54.74932413,-7.3911566734314,"0-25"
20.07765369,56.34932413,-3.52102518081665,"50-75"
20.07765369,56.24932413,-3.147629737854,"75-100"
19.97765369,56.34932413,-3.52615928649902,"50-75"
17.77765369,55.74932413,-3.69835662841797,"50-75"
18.57765369,55.04932413,-4.84736967086792,"25-50"
18.77765369,54.94932413,-4.98768949508667,"25-50"
10.57765369,57.54932413,-3.25830149650574,"75-100"
15.87765369,55.54932413,-6.45301580429077,"0-25"
15.87765369,54.94932413,-6.4738335609436,"0-25"
18.47765369,55.14932413,-4.12468910217285,"50-75"
19.57765369,54.64932413,-6.43575954437256,"0-25"
17.97765369,55.84932413,-3.67792391777039,"50-75"
15.87765369,54.74932413,-3.75208973884583,"50-75"
13.37765369,55.04932413,-5.04956579208374,"25-50"
17.27765369,55.24932413,-4.94961071014404,"25-50"
13.47765369,55.14932413,-5.78693532943726,"0-25"
19.27765369,56.04932413,-6.02492952346802,"0-25"
10.97765369,57.64932413,-7.12139272689819,"0-25"
18.67765369,54.94932413,-5.59992218017578,"0-25"
10.87765369,57.64932413,-6.77100229263306,"0-25"
18.67765369,55.04932413,-4.93774890899658,"25-50"
18.57765369,54.94932413,-5.77046680450439,"0-25"
18.57765369,55.14932413,-5.2870659828186,"25-50"
11.57765369,54.14932413,-3.77967691421509,"50-75"
18.77765369,54.84932413,-7.61551952362061,"0-25"
12.27765369,56.14932413,-3.79625034332275,"50-75"
16.87765369,56.34932413,-3.92488265037537,"50-75"
11.47765369,54.14932413,-4.13719367980957,"50-75"
15.07765369,55.24932413,-3.45753836631775,"50-75"
15.77765369,54.84932413,-6.59082412719727,"0-25"
11.07765369,57.54932413,-6.89404153823853,"0-25"
18.87765369,55.74932413,-3.78855133056641,"50-75"
12.57765369,56.34932413,-3.63640809059143,"50-75"
19.47765369,54.74932413,-5.2088565826416,"25-50"
19.17765369,56.24932413,-6.62977266311646,"0-25"
18.67765369,55.74932413,-3.87866997718811,"50-75"
16.07765369,55.04932413,-8.19694519042969,"0-25"
14.97765369,54.64932413,-4.40678215026855,"25-50"
17.87765369,55.44932413,-4.89511680603027,"25-50"
17.87765369,55.34932413,-4.89553642272949,"25-50"
17.77765369,55.24932413,-4.80434894561768,"25-50"
17.77765369,55.34932413,-5.0462474822998,"25-50"
17.67765369,55.34932413,-5.0476541519165,"25-50"
17.67765369,55.24932413,-4.63118457794189,"25-50"
15.27765369,54.64932413,-4.13765811920166,"50-75"
19.27765369,55.94932413,-5.87892913818359,"0-25"
18.57765369,55.84932413,-4.2819504737854,"50-75"
18.77765369,55.74932413,-3.81866025924683,"50-75"
10.87765369,57.44932413,-3.62183380126953,"50-75"
19.17765369,56.14932413,-8.03945446014404,"0-25"
11.07765369,57.44932413,-3.15747737884521,"75-100"
10.67765369,57.44932413,-3.54050755500793,"50-75"
17.87765369,55.84932413,-3.81939029693604,"50-75"
17.97765369,55.74932413,-4.07549095153809,"50-75"
17.97765369,55.94932413,-3.54054617881775,"50-75"
19.07765369,56.44932413,-7.16607427597046,"0-25"
12.37765369,56.24932413,-4.56604862213135,"25-50"
13.17765369,55.14932413,-5.48469972610474,"0-25"
19.17765369,55.84932413,-3.86751556396484,"50-75"
19.07765369,56.34932413,-4.61057949066162,"25-50"
18.57765369,55.94932413,-6.5944504737854,"0-25"
19.17765369,56.04932413,-6.26505994796753,"0-25"
15.17765369,54.64932413,-4.65223407745361,"25-50"
13.37765369,55.14932413,-3.37592172622681,"50-75"
17.47765369,55.24932413,-5.05460119247437,"25-50"
19.07765369,55.84932413,-6.12671375274658,"0-25"
19.17765369,55.94932413,-6.07256174087524,"0-25"
17.77765369,55.84932413,-3.81985425949097,"50-75"
16.07765369,54.94932413,-6.53244304656982,"0-25"
18.97765369,55.84932413,-6.23210573196411,"0-25"
10.87765369,57.54932413,-6.83491611480713,"0-25"
18.97765369,56.44932413,-4.97210741043091,"25-50"
18.67765369,55.84932413,-4.07425498962402,"50-75"
19.07765369,56.14932413,-6.62655258178711,"0-25"
15.87765369,54.84932413,-6.26897811889648,"0-25"
17.57765369,55.24932413,-5.29364347457886,"25-50"
17.37765369,55.24932413,-5.44020509719849,"0-25"
18.57765369,56.04932413,-6.71271657943726,"0-25"
16.07765369,55.64932413,-8.51976680755615,"0-25"
18.97765369,56.34932413,-4.49511384963989,"25-50"
18.87765369,55.84932413,-3.91327238082886,"50-75"
12.47765369,56.34932413,-4.0271201133728,"50-75"
15.97765369,55.64932413,-8.7101411819458,"0-25"
19.07765369,54.54932413,-5.10626268386841,"25-50"
18.77765369,55.84932413,-4.00495910644531,"50-75"
19.07765369,55.94932413,-6.14091491699219,"0-25"
19.07765369,56.04932413,-6.36231231689453,"0-25"
19.47765369,54.54932413,-4.43829822540283,"25-50"
15.77765369,54.74932413,-4.45574235916138,"25-50"
18.87765369,56.44932413,-4.61613273620605,"25-50"
17.87765369,56.04932413,-3.46878671646118,"50-75"
11.57765369,54.24932413,-7.13063383102417,"0-25"
19.37765369,54.64932413,-5.00096797943115,"25-50"
18.67765369,55.94932413,-6.44468402862549,"0-25"
12.37765369,56.14932413,-5.40786457061768,"0-25"
18.97765369,55.94932413,-6.34948396682739,"0-25"
18.97765369,56.14932413,-6.65520286560059,"0-25"
18.87765369,56.34932413,-4.50821733474731,"25-50"
18.97765369,56.04932413,-6.35988330841064,"0-25"
12.47765369,56.24932413,-4.3353796005249,"25-50"
18.77765369,55.94932413,-6.35730075836182,"0-25"
18.87765369,55.94932413,-6.26898336410522,"0-25"
18.87765369,56.24932413,-6.35787057876587,"0-25"
18.67765369,56.04932413,-6.34955978393555,"0-25"
18.57765369,56.14932413,-4.45867443084717,"25-50"
16.17765369,55.74932413,-3.69008207321167,"50-75"
18.87765369,56.04932413,-6.42722082138062,"0-25"
15.07765369,54.64932413,-4.92633247375488,"25-50"
17.77765369,55.94932413,-3.83640074729919,"50-75"
17.77765369,56.04932413,-3.68865776062012,"50-75"
17.87765369,55.94932413,-3.83693075180054,"50-75"
12.77765369,55.84932413,-4.91282796859741,"25-50"
19.27765369,54.74932413,-5.05464696884155,"25-50"
10.97765369,57.54932413,-7.1773476600647,"0-25"
10.97765369,57.44932413,-3.61240792274475,"50-75"
18.77765369,56.04932413,-6.32119846343994,"0-25"
19.47765369,54.44932413,-3.84403586387634,"50-75"
19.27765369,54.64932413,-6.18045234680176,"0-25"
13.27765369,55.14932413,-5.84628438949585,"0-25"
18.77765369,56.24932413,-6.63113307952881,"0-25"
18.77765369,56.14932413,-6.40293645858765,"0-25"
18.67765369,56.14932413,-4.2436408996582,"50-75"
18.77765369,56.34932413,-4.85642385482788,"25-50"
19.17765369,54.44932413,-4.98813676834106,"25-50"
16.07765369,55.74932413,-3.71571063995361,"50-75"
18.67765369,56.24932413,-4.43610811233521,"25-50"
19.07765369,54.44932413,-5.4289870262146,"0-25"
12.77765369,55.74932413,-3.55396580696106,"50-75"
19.27765369,54.54932413,-7.0236930847168,"0-25"
12.97765369,55.64932413,-3.52384042739868,"50-75"
16.67765369,56.14932413,-5.48918390274048,"0-25"
12.87765369,55.74932413,-4.56125926971436,"25-50"
16.57765369,56.04932413,-4.44387483596802,"25-50"
19.27765369,54.44932413,-6.12364149093628,"0-25"
